500, 0.759, 0.714, 0.714, 0.714, 0.714, 0.744
1000, 0.768, 0.717, 0.716, 0.696, 0.662, 0.735
1500, 0.863, 0.725, 0.725, 0.725, 0.700, 0.786
2000, 0.757, 0.694, 0.694, 0.684, 0.650, 0.709
2500, 0.721, 0.627, 0.627, 0.627, 0.627, 0.699
3000, 0.787, 0.677, 0.708, 0.677, 0.656, 0.788
3500, 0.657, 0.605, 0.605, 0.605, 0.605, 0.673
4000, 0.836, 0.723, 0.723, 0.710, 0.613, 0.785
4500, 0.727, 0.600, 0.600, 0.600, 0.600, 0.716
5000, 0.779, 0.676, 0.676, 0.676, 0.667, 0.744
5500, 0.671, 0.622, 0.622, 0.622, 0.622, 0.721
6000, 0.716, 0.676, 0.676, 0.676, 0.625, 0.701
6500, 0.838, 0.686, 0.686, 0.686, 0.686, 0.772
7000, 0.796, 0.595, 0.595, 0.586, 0.586, 0.680
7500, 0.771, 0.636, 0.636, 0.636, 0.636, 0.681
8000, 0.845, 0.737, 0.737, 0.719, 0.658, 0.760
8500, 0.742, 0.629, 0.629, 0.629, 0.610, 0.712
9000, 0.673, 0.591, 0.591, 0.591, 0.591, 0.672
9500, 0.718, 0.599, 0.599, 0.599, 0.560, 0.688
10000, 0.668, 0.617, 0.617, 0.617, 0.617, 0.680
10500, 0.650, 0.573, 0.573, 0.562, 0.542, 0.596
11000, 0.642, 0.509, 0.509, 0.509, 0.509, 0.658
11500, 0.701, 0.597, 0.597, 0.588, 0.509, 0.643
12000, 0.587, 0.562, 0.562, 0.562, 0.562, 0.686
12500, 0.666, 0.637, 0.637, 0.628, 0.549, 0.670
13000, 0.634, 0.564, 0.564, 0.564, 0.564, 0.677
13500, 0.821, 0.608, 0.608, 0.595, 0.568, 0.784
14000, 0.640, 0.553, 0.553, 0.553, 0.553, 0.649
14500, 0.692, 0.574, 0.574, 0.557, 0.557, 0.664
15000, 0.789, 0.623, 0.623, 0.623, 0.623, 0.717
15500, 0.823, 0.719, 0.719, 0.699, 0.620, 0.749
16000, 0.737, 0.615, 0.615, 0.615, 0.615, 0.744
16500, 0.825, 0.683, 0.683, 0.683, 0.645, 0.761
17000, 0.716, 0.646, 0.646, 0.646, 0.646, 0.815
17500, 0.762, 0.649, 0.649, 0.628, 0.585, 0.765
18000, 0.721, 0.623, 0.623, 0.623, 0.623, 0.670
18500, 0.781, 0.700, 0.712, 0.689, 0.601, 0.705
19000, 0.742, 0.610, 0.610, 0.610, 0.610, 0.732
19500, 0.717, 0.660, 0.660, 0.652, 0.596, 0.717
20000, 0.810, 0.696, 0.696, 0.696, 0.696, 0.694
20500, 0.761, 0.692, 0.672, 0.671, 0.638, 0.680
21000, 0.645, 0.511, 0.511, 0.511, 0.511, 0.744
21500, 0.734, 0.598, 0.598, 0.598, 0.533, 0.683
22000, 0.618, 0.569, 0.569, 0.569, 0.569, 0.686
22500, 0.666, 0.593, 0.593, 0.584, 0.566, 0.688
23000, 0.716, 0.566, 0.566, 0.566, 0.566, 0.724
23500, 0.713, 0.596, 0.596, 0.596, 0.500, 0.680
24000, 0.631, 0.578, 0.578, 0.578, 0.578, 0.715
24500, 0.669, 0.580, 0.580, 0.580, 0.534, 0.663
25000, 0.644, 0.520, 0.520, 0.520, 0.520, 0.676
25500, 0.652, 0.583, 0.583, 0.552, 0.500, 0.655
26000, 0.684, 0.588, 0.588, 0.588, 0.588, 0.669
26500, 0.764, 0.667, 0.648, 0.648, 0.574, 0.694
27000, 0.763, 0.673, 0.673, 0.673, 0.673, 0.713
27500, 0.759, 0.660, 0.640, 0.651, 0.584, 0.660
28000, 0.737, 0.582, 0.582, 0.582, 0.582, 0.765
28500, 0.787, 0.607, 0.615, 0.607, 0.557, 0.730
29000, 0.743, 0.610, 0.610, 0.610, 0.610, 0.688
29500, 0.799, 0.714, 0.714, 0.702, 0.567, 0.715
30000, 0.790, 0.593, 0.593, 0.593, 0.593, 0.733
30500, 0.785, 0.674, 0.663, 0.651, 0.605, 0.708
31000, 0.721, 0.578, 0.578, 0.578, 0.578, 0.731
31500, 0.792, 0.695, 0.695, 0.684, 0.581, 0.767
32000, 0.750, 0.643, 0.643, 0.643, 0.643, 0.805
32500, 0.857, 0.718, 0.710, 0.694, 0.637, 0.742
33000, 0.891, 0.847, 0.847, 0.837, 0.783, 0.858
33500, 0.859, 0.759, 0.759, 0.749, 0.740, 0.809
34000, 0.851, 0.768, 0.731, 0.758, 0.692, 0.787
34500, 0.923, 0.831, 0.822, 0.810, 0.728, 0.851
35000, 0.875, 0.745, 0.722, 0.746, 0.699, 0.792
35500, 0.906, 0.790, 0.790, 0.757, 0.669, 0.819
36000, 0.852, 0.724, 0.730, 0.727, 0.695, 0.754
36500, 0.879, 0.752, 0.749, 0.762, 0.754, 0.781
37000, 0.831, 0.743, 0.743, 0.722, 0.647, 0.787
37500, 0.891, 0.795, 0.753, 0.786, 0.696, 0.798
38000, 0.852, 0.770, 0.740, 0.762, 0.649, 0.775
38500, 0.832, 0.767, 0.766, 0.778, 0.714, 0.768
39000, 0.799, 0.693, 0.701, 0.700, 0.674, 0.804
39500, 0.857, 0.769, 0.761, 0.777, 0.695, 0.786
40000, 0.843, 0.784, 0.746, 0.793, 0.715, 0.786
40500, 0.798, 0.692, 0.693, 0.702, 0.649, 0.717
41000, 0.781, 0.646, 0.646, 0.646, 0.646, 0.771
41500, 0.780, 0.729, 0.729, 0.719, 0.620, 0.706
42000, 0.795, 0.762, 0.762, 0.762, 0.762, 0.725
42500, 0.736, 0.630, 0.630, 0.620, 0.587, 0.696
43000, 0.739, 0.595, 0.595, 0.595, 0.595, 0.744
43500, 0.848, 0.759, 0.750, 0.759, 0.638, 0.740
44000, 0.838, 0.649, 0.649, 0.649, 0.649, 0.713
44500, 0.798, 0.648, 0.657, 0.639, 0.560, 0.699
45000, 0.758, 0.614, 0.614, 0.614, 0.614, 0.761
45500, 0.796, 0.610, 0.610, 0.610, 0.550, 0.690
46000, 0.743, 0.520, 0.520, 0.520, 0.520, 0.754
46500, 0.740, 0.536, 0.536, 0.527, 0.518, 0.705
47000, 0.749, 0.625, 0.625, 0.625, 0.625, 0.760
47500, 0.862, 0.730, 0.730, 0.730, 0.622, 0.797
48000, 0.738, 0.648, 0.648, 0.648, 0.648, 0.739
48500, 0.840, 0.737, 0.737, 0.686, 0.625, 0.823
49000, 0.819, 0.701, 0.701, 0.701, 0.641, 0.764
49500, 0.762, 0.673, 0.673, 0.673, 0.673, 0.807
50000, 0.800, 0.718, 0.727, 0.700, 0.682, 0.727
50500, 0.896, 0.786, 0.786, 0.786, 0.786, 0.812
51000, 0.865, 0.791, 0.791, 0.770, 0.727, 0.802
51500, 0.879, 0.792, 0.742, 0.783, 0.717, 0.816
52000, 0.867, 0.781, 0.762, 0.771, 0.716, 0.787
52500, 0.885, 0.757, 0.709, 0.733, 0.653, 0.773
53000, 0.856, 0.779, 0.754, 0.762, 0.680, 0.803
53500, 0.900, 0.801, 0.791, 0.825, 0.695, 0.863
54000, 0.916, 0.842, 0.811, 0.820, 0.743, 0.832
54500, 0.889, 0.742, 0.716, 0.751, 0.655, 0.786
55000, 0.879, 0.804, 0.771, 0.793, 0.696, 0.802
55500, 0.901, 0.776, 0.730, 0.764, 0.649, 0.789
56000, 0.870, 0.772, 0.728, 0.763, 0.675, 0.772
56500, 0.876, 0.749, 0.727, 0.748, 0.670, 0.727
57000, 0.901, 0.834, 0.808, 0.820, 0.662, 0.836
57500, 0.897, 0.852, 0.799, 0.866, 0.799, 0.854
58000, 0.840, 0.739, 0.704, 0.756, 0.721, 0.697
58500, 0.908, 0.805, 0.795, 0.816, 0.748, 0.808
59000, 0.901, 0.791, 0.781, 0.780, 0.770, 0.781
59500, 0.917, 0.824, 0.816, 0.824, 0.805, 0.807
60000, 0.862, 0.782, 0.765, 0.799, 0.741, 0.791
60500, 0.889, 0.813, 0.767, 0.822, 0.722, 0.827
61000, 0.831, 0.782, 0.731, 0.761, 0.699, 0.772
61500, 0.851, 0.765, 0.728, 0.756, 0.691, 0.720
62000, 0.854, 0.790, 0.760, 0.800, 0.741, 0.792
62500, 0.910, 0.850, 0.831, 0.850, 0.794, 0.814
63000, 0.820, 0.752, 0.745, 0.751, 0.741, 0.697
63500, 0.829, 0.738, 0.751, 0.738, 0.711, 0.716
64000, 0.840, 0.828, 0.820, 0.819, 0.775, 0.812
64500, 0.808, 0.768, 0.764, 0.777, 0.748, 0.766
65000, 0.893, 0.815, 0.812, 0.804, 0.797, 0.803
65500, 0.852, 0.808, 0.783, 0.798, 0.795, 0.808
66000, 0.807, 0.785, 0.754, 0.786, 0.704, 0.770
66500, 0.849, 0.773, 0.774, 0.766, 0.809, 0.787
67000, 0.800, 0.731, 0.737, 0.732, 0.717, 0.738
67500, 0.850, 0.840, 0.818, 0.850, 0.843, 0.836
68000, 0.837, 0.796, 0.807, 0.784, 0.790, 0.821
68500, 0.813, 0.766, 0.750, 0.805, 0.753, 0.801
69000, 0.839, 0.789, 0.761, 0.787, 0.733, 0.769
69500, 0.839, 0.830, 0.770, 0.818, 0.833, 0.772
70000, 0.809, 0.737, 0.733, 0.753, 0.724, 0.733
70500, 0.802, 0.754, 0.732, 0.775, 0.700, 0.741
71000, 0.774, 0.730, 0.698, 0.717, 0.733, 0.720
71500, 0.786, 0.790, 0.759, 0.778, 0.799, 0.773
72000, 0.824, 0.766, 0.739, 0.763, 0.769, 0.766
72500, 0.839, 0.782, 0.740, 0.781, 0.734, 0.780
73000, 0.772, 0.764, 0.741, 0.772, 0.715, 0.736
73500, 0.765, 0.698, 0.685, 0.734, 0.694, 0.673
74000, 0.768, 0.731, 0.716, 0.731, 0.756, 0.726
74500, 0.815, 0.815, 0.816, 0.815, 0.851, 0.786
75000, 0.795, 0.759, 0.735, 0.768, 0.756, 0.770
75500, 0.810, 0.753, 0.776, 0.762, 0.665, 0.776
76000, 0.744, 0.737, 0.739, 0.755, 0.695, 0.730
76500, 0.766, 0.706, 0.728, 0.701, 0.738, 0.706
77000, 0.718, 0.702, 0.720, 0.702, 0.686, 0.718
77500, 0.771, 0.756, 0.740, 0.756, 0.713, 0.754
78000, 0.761, 0.766, 0.765, 0.766, 0.738, 0.754
78500, 0.739, 0.754, 0.735, 0.791, 0.763, 0.786
79000, 0.749, 0.740, 0.741, 0.756, 0.742, 0.813
79500, 0.771, 0.812, 0.782, 0.808, 0.728, 0.847
80000, 0.799, 0.821, 0.782, 0.820, 0.794, 0.839
