500, 0.691, 0.611, 0.639, 0.639, 0.000
1000, 0.656, 0.574, 0.612, 0.622, 0.000
1500, 0.659, 0.583, 0.629, 0.641, 0.000
2000, 0.654, 0.600, 0.620, 0.636, 0.000
2500, 0.596, 0.577, 0.616, 0.618, 0.000
3000, 0.625, 0.617, 0.658, 0.642, 0.000
3500, 0.568, 0.563, 0.623, 0.600, 0.000
4000, 0.599, 0.554, 0.600, 0.593, 0.000
4500, 0.584, 0.545, 0.608, 0.614, 0.000
5000, 0.613, 0.512, 0.580, 0.570, 0.000
5500, 0.557, 0.536, 0.560, 0.570, 0.000
6000, 0.534, 0.512, 0.634, 0.551, 0.000
6500, 0.627, 0.524, 0.567, 0.597, 0.000
7000, 0.608, 0.566, 0.588, 0.584, 0.000
7500, 0.548, 0.544, 0.550, 0.569, 0.000
8000, 0.614, 0.583, 0.621, 0.609, 0.000
8500, 0.585, 0.566, 0.580, 0.590, 0.000
9000, 0.618, 0.558, 0.596, 0.575, 0.000
9500, 0.548, 0.545, 0.601, 0.617, 0.000
10000, 0.629, 0.530, 0.583, 0.585, 0.000
10500, 0.612, 0.583, 0.594, 0.601, 0.000
11000, 0.617, 0.540, 0.585, 0.608, 0.000
11500, 0.571, 0.532, 0.568, 0.610, 0.000
12000, 0.591, 0.511, 0.521, 0.587, 0.000
12500, 0.579, 0.522, 0.551, 0.617, 0.000
13000, 0.637, 0.509, 0.526, 0.596, 0.000
13500, 0.614, 0.569, 0.538, 0.620, 0.000
14000, 0.620, 0.552, 0.534, 0.636, 0.000
14500, 0.569, 0.533, 0.517, 0.636, 0.000
15000, 0.697, 0.591, 0.509, 0.644, 0.000
15500, 0.613, 0.571, 0.490, 0.619, 0.000
16000, 0.668, 0.572, 0.481, 0.648, 0.000
16500, 0.607, 0.580, 0.479, 0.612, 0.000
17000, 0.702, 0.578, 0.501, 0.664, 0.000
17500, 0.690, 0.624, 0.483, 0.679, 0.000
18000, 0.686, 0.600, 0.494, 0.641, 0.000
18500, 0.629, 0.543, 0.517, 0.629, 0.000
19000, 0.645, 0.600, 0.467, 0.649, 0.000
19500, 0.613, 0.533, 0.527, 0.638, 0.000
20000, 0.660, 0.549, 0.479, 0.635, 0.000
20500, 0.647, 0.532, 0.494, 0.655, 0.000
21000, 0.694, 0.578, 0.486, 0.653, 0.000
21500, 0.604, 0.560, 0.502, 0.600, 0.000
22000, 0.618, 0.531, 0.489, 0.599, 0.000
22500, 0.563, 0.515, 0.512, 0.608, 0.000
23000, 0.607, 0.505, 0.499, 0.662, 0.000
23500, 0.603, 0.533, 0.488, 0.590, 0.000
24000, 0.626, 0.551, 0.495, 0.619, 0.000
24500, 0.622, 0.583, 0.493, 0.629, 0.000
25000, 0.653, 0.598, 0.464, 0.659, 0.000
25500, 0.658, 0.579, 0.490, 0.645, 0.000
26000, 0.676, 0.588, 0.479, 0.676, 0.000
26500, 0.616, 0.595, 0.479, 0.622, 0.000
27000, 0.614, 0.548, 0.520, 0.584, 0.000
27500, 0.545, 0.500, 0.495, 0.614, 0.000
28000, 0.583, 0.529, 0.503, 0.640, 0.000
28500, 0.605, 0.532, 0.503, 0.610, 0.000
29000, 0.641, 0.538, 0.477, 0.639, 0.000
29500, 0.664, 0.603, 0.504, 0.665, 0.000
30000, 0.653, 0.574, 0.499, 0.633, 0.000
30500, 0.632, 0.613, 0.502, 0.675, 0.000
31000, 0.610, 0.577, 0.504, 0.638, 0.000
31500, 0.696, 0.678, 0.503, 0.674, 0.000
32000, 0.655, 0.626, 0.507, 0.645, 0.000
32500, 0.696, 0.684, 0.513, 0.705, 0.000
33000, 0.740, 0.695, 0.487, 0.721, 0.000
33500, 0.692, 0.676, 0.494, 0.692, 0.000
34000, 0.692, 0.655, 0.489, 0.659, 0.000
34500, 0.645, 0.623, 0.490, 0.642, 0.000
35000, 0.675, 0.681, 0.499, 0.686, 0.000
35500, 0.663, 0.630, 0.492, 0.657, 0.000
36000, 0.690, 0.653, 0.491, 0.677, 0.000
36500, 0.664, 0.637, 0.504, 0.653, 0.000
37000, 0.704, 0.671, 0.501, 0.665, 0.000
37500, 0.642, 0.612, 0.523, 0.639, 0.000
38000, 0.660, 0.624, 0.503, 0.661, 0.000
38500, 0.704, 0.621, 0.504, 0.703, 0.000
39000, 0.649, 0.611, 0.491, 0.632, 0.000
39500, 0.682, 0.593, 0.500, 0.669, 0.000
40000, 0.692, 0.627, 0.509, 0.642, 0.000
40500, 0.630, 0.545, 0.508, 0.644, 0.000
41000, 0.659, 0.615, 0.525, 0.656, 0.000
41500, 0.610, 0.578, 0.513, 0.663, 0.000
42000, 0.652, 0.587, 0.505, 0.657, 0.000
42500, 0.625, 0.592, 0.495, 0.591, 0.000
43000, 0.650, 0.538, 0.516, 0.627, 0.000
43500, 0.649, 0.611, 0.510, 0.646, 0.000
44000, 0.649, 0.591, 0.505, 0.645, 0.000
44500, 0.661, 0.569, 0.500, 0.672, 0.000
45000, 0.763, 0.576, 0.501, 0.653, 0.000
45500, 0.640, 0.571, 0.519, 0.633, 0.000
46000, 0.632, 0.528, 0.507, 0.611, 0.000
46500, 0.607, 0.541, 0.519, 0.641, 0.000
47000, 0.612, 0.542, 0.522, 0.622, 0.000
47500, 0.659, 0.629, 0.508, 0.646, 0.000
48000, 0.694, 0.579, 0.524, 0.642, 0.000
48500, 0.675, 0.612, 0.517, 0.662, 0.000
49000, 0.660, 0.612, 0.533, 0.621, 0.000
49500, 0.664, 0.620, 0.508, 0.653, 0.000
50000, 0.666, 0.591, 0.494, 0.607, 0.000
50500, 0.655, 0.596, 0.514, 0.617, 0.000
51000, 0.673, 0.620, 0.513, 0.656, 0.000
51500, 0.627, 0.576, 0.528, 0.622, 0.000
52000, 0.701, 0.621, 0.524, 0.653, 0.000
52500, 0.605, 0.590, 0.529, 0.604, 0.000
53000, 0.654, 0.627, 0.533, 0.654, 0.000
53500, 0.640, 0.614, 0.509, 0.630, 0.000
54000, 0.622, 0.603, 0.523, 0.620, 0.000
54500, 0.664, 0.586, 0.526, 0.652, 0.000
55000, 0.666, 0.613, 0.530, 0.631, 0.000
55500, 0.612, 0.584, 0.518, 0.603, 0.000
56000, 0.599, 0.557, 0.511, 0.570, 0.000
56500, 0.581, 0.530, 0.499, 0.625, 0.000
57000, 0.652, 0.593, 0.525, 0.640, 0.000
57500, 0.606, 0.564, 0.509, 0.607, 0.000
58000, 0.599, 0.559, 0.515, 0.585, 0.000
58500, 0.604, 0.559, 0.525, 0.607, 0.000
59000, 0.640, 0.546, 0.488, 0.617, 0.000
59500, 0.641, 0.605, 0.499, 0.601, 0.000
60000, 0.652, 0.601, 0.487, 0.601, 0.000
60500, 0.543, 0.517, 0.524, 0.584, 0.000
61000, 0.627, 0.524, 0.480, 0.608, 0.000
61500, 0.610, 0.559, 0.502, 0.592, 0.000
62000, 0.622, 0.523, 0.524, 0.585, 0.000
62500, 0.540, 0.527, 0.496, 0.623, 0.000
63000, 0.658, 0.524, 0.519, 0.619, 0.000
63500, 0.518, 0.505, 0.521, 0.582, 0.000
64000, 0.683, 0.518, 0.508, 0.640, 0.000
64500, 0.554, 0.522, 0.508, 0.564, 0.000
65000, 0.584, 0.524, 0.482, 0.566, 0.000
65500, 0.642, 0.553, 0.487, 0.629, 0.000
66000, 0.655, 0.597, 0.501, 0.638, 0.000
